1831105,69b3ed3b0ec41091e0f1ca09f2817e0b9864671c,1010300060,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,16:22:51,28,Friday
1314356,3d292f8068e6a8611df4fbf222887339d8050ed5,1010300026,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A2,7:49:19,27,Thursday
794641,43168ac6a7f60a15b987d817f8f19f8f7f6d0cac,1010200057,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,18:06:55,25,Tuesday
870006,a7bec5e7d8ef0dc9a372ef4b4db220a5c431b7d1,1010300051,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,21:01:10,25,Tuesday
1184609,8d6a426da2d54daa8d3f370694f8390fa169dfed,1010400049,SMUSISL4STUDYAREA3,SIS L4 Beside Lift,SISL4A2,18:30:01,26,Wednesday
1192326,a13413882dad1648587e302b214099f2d048ffb6,1010200042,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,15:01:10,26,Wednesday
496494,f38b4293d09250b543eb11ac823301642f584be4,1010200037,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,17:19:28,24,Monday
938345,63cfc1cab403779505abc446c47537d12a8eb933,1010300032,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A8,19:57:54,25,Tuesday
490875,f3b1243a4e31ec488f49d8a56a743615b8d703cf,1010300064,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,22:59:20,24,Monday
191070,3edcdc6a90647a526d3d7b75fcf2f005a04c0b29,1010300029,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A5,12:03:03,24,Monday
812607,99461c85efe8331aac08a89bb7b8360eff37f3b1,1010200053,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,20:25:30,25,Tuesday
1640144,16323b6acd1730e4a9c6cfe89ce93a013b4f689e,1010400023,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,10:42:05,28,Friday
1270859,e29db301204e4a163c398dd12a0daf898aada7cc,1010300060,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,23:22:34,26,Wednesday
1274537,44a0ae879f4b40536d7bd82c3fed2ee7dce10bb4,1010300051,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,13:48:05,27,Thursday
237422,a713f9020e3ed2a0eb3df838074ffbb835401a1c,1010400024,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,14:16:00,24,Monday
289143,0c5ec59938d75f29b31709b0def78d0b348f721d,1010500060,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,13:16:43,24,Monday
1655658,5c6959773418674f06523adb9d69c87d3b0bbbc2,1010200049,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,11:20:21,28,Friday
1879989,addc1269cd77cc26a8898d5912e25d634b839ad5,1010200043,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,18:35:11,28,Friday
1135657,44f69068ac0cce81dfed5445426655b1dd212765,1010200043,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,17:54:39,26,Wednesday
1049067,cb93b9118dcece66563f19bd4230cadce9ec67a6,1010200056,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,11:02:16,26,Wednesday
1590988,0d37891953c6f32d118774bf731afea3d9556665,1010200045,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,22:21:56,27,Thursday
327068,d592abd24ddf9e97d1529c3812a8e420ea3c2f95,1010300061,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,5:25:05,24,Monday
1597446,520343a531db23a15debc550fc30d5f96af9ebf7,1010500016,SMUSISL5STUDYAREA1,SIS L5 Along Corridor,SISL5A1,22:53:21,27,Thursday
780893,8ed763b74d21aeb455676beeebd29bda63d37682,1010300069,SMUSISL3STUDYAREA2,SIS L3 Outside GSR3-5,SISL3A3,13:51:18,25,Tuesday
1878265,8809f6503453d42b16497649189c79517e80f2da,1010110047,SMUSISB1STUDYAREA,SIS B1 IS Lounge,SISB1A1,18:28:40,28,Friday
608571,4b2d165d032912ec402d82b8f708f998a3d70cfc,1010400049,SMUSISL4STUDYAREA3,SIS L4 Beside Lift,SISL4A2,14:25:56,25,Tuesday
267110,896eb03da4f2bd46ad28ca2f77480ec3657b0384,1010110041,SMUSISB1STUDYAREA,SIS B1 IS Lounge,SISB1A1,13:01:43,24,Monday
183424,04308ee109f8b3dae6007619064f6d84b7746506,1010300066,SMUSISL3STUDYAREA2,SIS L3 Outside GSR3-5,SISL3A3,11:56:49,24,Monday
320453,5d467cb3d3a9daf189c657e80e84f26edea249c1,1010200050,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,13:33:24,24,Monday
1169851,f61c6d3e04f3cd557e95112c53a4c47193850b78,1010400023,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,18:18:12,26,Wednesday
1090836,e04c1c3fea66981636d495a253444b14c9366400,1010300063,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,12:27:40,26,Wednesday
1075151,7cd7f2a71013036ab1f64f1cff6ac010b36f4052,1010300054,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,17:17:02,26,Wednesday
1270296,76ecce724b6274565ad8cbe54ff54de519a4a8bc,1010300064,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,23:17:50,26,Wednesday
513133,64731223f58b305947e05924ba8a3d413c87ffbe,1010300032,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A8,1:00:04,25,Tuesday
870000,704e7593412aeba0ccbb701743afc860961a19b4,1010300056,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,21:01:10,25,Tuesday
416610,88f60afc106a0f80188ee0f4e8abb90f3500f7d6,1010300054,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,16:27:53,24,Monday
930894,8764b5236ea4aeff97a3816f0613d7d4b046ec3c,1010500060,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,19:50:45,25,Tuesday
1094814,310201816dad0463c002b793b8b033f5264038d3,1010200056,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,12:34:44,26,Wednesday
1006751,6349b712774c45f5d79dcbdcdb09e2a87bb31812,1010200058,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,9:59:00,26,Wednesday
1804639,d8afe7fe956c55c795ec3c62dda8309f89a1b17e,1010200060,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,15:37:30,28,Friday
520638,522f485183f3899008650393f247d6bf43d64192,1010200043,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,2:34:59,25,Tuesday
1166070,f76207006448d07adf5c052b5be3730f8b322642,1010400021,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,14:23:53,26,Wednesday
771533,9b2263dee84630e3b2e57eec71f46a9de614167b,1010110040,SMUSISB1STUDYAREA,SIS B1 IS Lounge,SISB1A1,13:45:08,25,Tuesday
1608131,db944c5bd61cc2d627b2bd820ca5b2937f88d38b,1010200056,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,8:54:07,28,Friday
686588,ccadd41b027e042ed5620ae84c71e055048689fe,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,12:57:58,25,Tuesday
1360127,129082f4fcc96d7e0b8e262e83b5ccb7b5eb7a99,1010300066,SMUSISL3STUDYAREA2,SIS L3 Outside GSR3-5,SISL3A3,16:22:10,27,Thursday
1393577,57cadc2a0a124154dd778fcbe0c9f46c964b1471,1010400021,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,11:29:39,27,Thursday
1771127,3a5f4f309b62ec91d6bf7373c8b4747ddf7ac08a,1010300032,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A8,14:43:39,28,Friday
356108,a70ca2489fb18564a23b0acaec3a92d629d68099,1010200066,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,15:47:31,24,Monday
173926,a4ad3bd74aff814b60e387a89f02d991bb7420b4,1010200050,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,8:38:18,24,Monday
174174,34d285ff1e8adbd55a8f393a7a38d77df04bc81c,1010400048,SMUSISL4STUDYAREA3,SIS L4 Beside Lift,SISL4A2,13:50:20,24,Monday
1362968,888b3229514daa267bbabe22589d3843a6930101,1010200066,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,10:32:15,27,Thursday
1828458,0c5ec59938d75f29b31709b0def78d0b348f721d,1010500061,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,16:18:31,28,Friday
324080,4cd90f4d91297e4ad3393faf0315c5a16e0015c2,1010200051,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,13:35:31,24,Monday
683640,34d285ff1e8adbd55a8f393a7a38d77df04bc81c,1010300056,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,12:55:49,25,Tuesday
246101,b7a39a13e77e90d274ea9a89e931034dd7223540,1010200049,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,10:14:16,24,Monday
455529,743140f619eab54f2b025367ac6e9013846cc5d2,1010300063,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,16:53:34,24,Monday
537510,967d4a396b33b94a68a33ab434d7f6f81ce3c3ff,1010500059,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,11:07:34,25,Tuesday
1721004,3a58569492a9935761a97e7a972ad8908a7d5968,1010300061,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,20:04:36,28,Friday
413385,6167668eecacecf20932b6e3cb0cf52936c42b81,1010200056,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,18:23:39,24,Monday
1257476,1e776e59a31e60089a1f0a45ff7c2c3742c6998c,1010300064,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,21:57:34,26,Wednesday
976143,708f1109a51884fb228aa5b38fdca023373143d2,1010200056,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,8:41:07,26,Wednesday
1573186,2f36f3c5683dbfcf86a3006fa24fa2598a564464,1010200039,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,21:10:52,27,Thursday
1266700,cac6fba1458c46f76c1778892af5e95d8a2a996b,1010300056,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,22:47:11,26,Wednesday
1412567,5e002592c6ec8e6da4a2b5c2492c5725fbdacbf4,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,12:04:09,27,Thursday
725561,e7ee5fb046178c320c9aa27b6b3378118cd21e1f,1010110049,SMUSISB1STUDYAREA,SIS B1 IS Lounge,SISB1A1,13:20:18,25,Tuesday
1093413,7968b11e149276ae5287a5fed34bb6f13a67f7ed,1010300051,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,12:32:26,26,Wednesday
1473825,42f12e80a6306003524d6fb4038ca1f8cf49da46,1010200051,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,13:41:56,27,Thursday
184312,e6b664d55075c1f9d82cb4396e72f0c8d793b375,1010500009,SMUSISL5STUDYAREA1,SIS L5 Along Corridor,SISL5A1,11:58:37,24,Monday
576778,0eeb65a6da525a9afa12c5b971ab10646c8154b6,1010300067,SMUSISL3STUDYAREA2,SIS L3 Outside GSR3-5,SISL3A3,16:05:25,25,Tuesday
1054901,91d1d01c00805d2c3c170c81a450c1317c714fde,1010400049,SMUSISL4STUDYAREA3,SIS L4 Beside Lift,SISL4A2,11:16:04,26,Wednesday
1401229,41a53d6cb88ac72905b9ff28f1954c01e9f8df7a,1010300054,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,15:16:13,27,Thursday
872443,914f5a6846113cb91be7b22fbfaaf54438c2e4b5,1010200042,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,23:09:56,25,Tuesday
494335,7575f87cd4cec073161b6319d53f6c3d6fccbedf,1010200047,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,17:17:43,24,Monday
1530966,7d5c16ee3c5fab45348a965b35ad67b4852d191a,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,18:55:32,27,Thursday
1301673,ca2bcdcda5b34871f7a3c6579f4452a4191d3cfd,1010200066,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,3:44:57,27,Thursday
979966,c4a6fc9123d20cd36506347c0911cc9911b779f7,1010500060,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,0:07:38,26,Wednesday
751836,38ceaf35f6ec000d3f253c3bb0089b1abc4b3128,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,17:08:22,25,Tuesday
749598,4c4c0ab846779f15b3bc5a73954552018c14372f,1010300029,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A5,15:43:00,25,Tuesday
1239607,24cbaf3fd770dcefd602537df2001d743674e74c,1010200043,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,16:16:03,26,Wednesday
1682867,cec2862c36983d30bb11c1814ea65cdf059f21e2,1010300029,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A5,3:32:29,28,Friday
1014599,cf808e2987871d2c9800caf2d2c95b5b95305f63,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,16:20:44,26,Wednesday
1466463,9010dc34fc302d7c3a452382c4781bbd4ad160f9,1010200066,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,13:31:43,27,Thursday
264315,3ef970ea89b04dc794d2f63992fef431da9d61c2,1010300054,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,14:28:32,24,Monday
1772131,6e1df7c8d7b51c2933b20b4e66234f55046dcca0,1010300067,SMUSISL3STUDYAREA2,SIS L3 Outside GSR3-5,SISL3A3,14:45:48,28,Friday
908746,ef1f34731b142f8851d1cb05d3114b821009fc1e,1010300060,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,21:26:44,25,Tuesday
1082125,46369056baab62f17aa954c1a9208878b4440e0d,1010200043,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,12:13:49,26,Wednesday
1400880,e2b2baef9caa633b246a1a743e38d0bd560c29af,1010200057,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,16:28:21,27,Thursday
414097,48a64339d25ec52faca08f9a45b8864aa0f15c9d,1010200049,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,16:25:57,24,Monday
1805208,ab2a9bd8d8be6ea4b2765af329e5f1b7248009e0,1010300061,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,15:37:30,28,Friday
465787,0b6f59eb7e4b1b99c836b8c5b5b91adb349fc34a,1010200063,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,22:15:34,24,Monday
822250,0c5ec59938d75f29b31709b0def78d0b348f721d,1010500061,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,18:23:35,25,Tuesday
908426,537879ef60a25661bb8f1804faac426c6271386d,1010110057,SMUSISB1STUDYAREA,SIS B1 IS Lounge,SISB1A1,19:26:50,25,Tuesday
630456,a1f259c24989bb0ea13c628fdd97d6da51921808,1010300056,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,12:22:36,25,Tuesday
693840,fed768b7b5cb011997eb1d5cb321647170536ee8,1010200037,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,13:00:55,25,Tuesday
1254124,d562bf35ec4240dddf4f8921373d9590a1ff35d7,1010300060,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,21:41:06,26,Wednesday
558894,0067bc7c54cd2d698bb970d672563df6e379faf5,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,9:26:51,25,Tuesday
690819,5a0eca900b82f9130d1c1e2d0cd4648f9e0f91be,1010500016,SMUSISL5STUDYAREA1,SIS L5 Along Corridor,SISL5A1,17:38:24,25,Tuesday
979970,205092fa9f7fb7ff388e200719c38e158eb818ba,1010300064,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,8:47:01,26,Wednesday
1701629,1173390331d950a917621f8b83c0f166d0cd4cc8,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,12:09:25,28,Friday
1404646,0aa270455bb3f4e452ddb72ccd02054b7cf7d0ff,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,11:49:56,27,Thursday
372907,0c5ec59938d75f29b31709b0def78d0b348f721d,1010500061,SMUSISL5STUDYAREA2,SIS L5 End of Office Stretch,SISL5A2,17:53:49,24,Monday
1860517,f846545a176a172d9bd414de04804fa40c851137,1010200049,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,17:32:10,28,Friday
305033,5628f35577cd9c9d3f787fab4e2bb1f1e696d13f,1010300063,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,14:41:16,24,Monday
195802,fed768b7b5cb011997eb1d5cb321647170536ee8,1010200051,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,12:07:04,24,Monday
1316455,e837f41f50a426f54e8cf785275f8076341cf23c,1010200050,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,14:29:00,27,Thursday
436148,7a25c463748bbaf5ad86d1b4fb6e9f7dfcdb5271,1010200066,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,18:40:49,24,Monday
1653916,5e937156cb6aa664d8ab2165a12858f6d0aac073,1010200049,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,11:16:05,28,Friday
1128976,fbb655c417ab47fec624aed0219294f67dab2969,1010200060,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,17:49:58,26,Wednesday
1212581,09e5ea239364f64575c08499ebf7909a50b2cfce,1010200061,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,18:51:12,26,Wednesday
823338,4a0b1278c392d91236904ea0dc2bcb53d7d74809,1010200045,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,18:24:54,25,Tuesday
278826,cd414999f58eba46e9286436349e26621fa5b92d,1010200062,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,10:47:48,24,Monday
996671,e1ef6ed36211138d70ad37e0c93cb9214b677b6c,1010300054,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,2:07:55,26,Wednesday
579336,09aa3f305b6ef2e2f037536d2309835cab5e8e89,1010300028,SMUSISL3STUDYAREA1,SIS L3 Opposite Escalator,SISL3A4,17:51:06,25,Tuesday
702712,65ace3b200435d42dd5c518f51cf73bae30fabe5,1010200037,SMUSISL2STUDYAREA1,SIS L2 Along SRs,SISL2A2,13:07:06,25,Tuesday
200207,20967b0be3cc58ae6761b91ee3192bc37fc0b98d,1010300066,SMUSISL3STUDYAREA2,SIS L3 Outside GSR3-5,SISL3A3,9:17:52,24,Monday
1535709,8a936f6a4b9fb2f21f472d3d133f6c377c08045b,1010200061,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,19:08:01,27,Thursday
505012,3c0d197a0a810f7d74532f0094b69864b1fede99,1010300054,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,17:25:42,24,Monday
943560,8cf126057f4c931b82ea3ecf08ec5292559db084,1010300064,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,22:02:49,25,Tuesday
763177,f7a283fbd7605adb46c704348501a021a17be518,1010400024,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,15:48:35,25,Tuesday
1702597,0a43c04eca1207d651ab4c99668c0c7835f118ab,1010300060,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,8:30:55,28,Friday
1877251,1f9a989d83350af45db423d2ca09fa16e60c1fe9,1010110047,SMUSISB1STUDYAREA,SIS B1 IS Lounge,SISB1A1,18:24:18,28,Friday
1751487,6ddb1d98dd650ec1b26e80d5a880213bc6eefcbc,1010200066,SMUSISL2STUDYAREA2,SIS L2 Opposite SR2-4,SISL2A3,14:13:35,28,Friday
1363364,b79e09652a3da41a6e03a1a72f474e8a04e600bf,1010400049,SMUSISL4STUDYAREA3,SIS L4 Beside Lift,SISL4A2,14:55:41,27,Thursday
417972,63e7bc089d25fe9d58121dea3d825d0b3d643cb8,1010200051,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,21:16:45,24,Monday
348788,740ef57b0292717555c331b2a236bf6b553fb57b,1010300063,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,20:01:27,24,Monday
267722,d2b05c75fed4f6d80fa37a4c52e5c98ef4473b28,1010300056,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,15:09:10,24,Monday
1002429,8e6ff482144453a025506856c40037b72329a320,1010200059,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,9:03:03,26,Wednesday
708925,d64778cf80299c807aee302ea38e0d5e3b966c38,1010200045,SMUSISL2STUDYAREA2,SIS L2 Along SRs,SISL2A2,13:11:15,25,Tuesday
276450,4801b18148e51ba9f962663cf06d60f110abbe0a,1010400024,SMUSISL4STUDYAREA1,SIS L4 Along Corridor,SISL4A1,14:32:47,24,Monday
1573687,4fcda3b8a62b9a153208ea5a2bcb6843266eb31b,1010300048,SMUSISL3STUDYAREA2,SIS L3 Along SRs,SISL3A2,21:12:58,27,Thursday
357098,5f821ec07b2b4675b72f4b776a14e63b9847442a,1010500009,SMUSISL5STUDYAREA1,SIS L5 Along Corridor,SISL5A1,15:47:32,24,Monday
